0, 1, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0002.png', 5.05611928206487
294, 295, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0295.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0296.png', 5.797837362390711
295, 296, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0296.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0297.png', 5.99666591314059
296, 297, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0297.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0298.png', 5.942611400385561
297, 298, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0298.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0299.png', 5.053412498429064
298, 299, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0299.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0300.png', 4.832805774041726
299, 300, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0300.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0301.png', 4.951354914029174
300, 301, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0301.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0302.png', 4.900917957031479
301, 302, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0302.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0303.png', 4.4520577025763375
302, 303, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0303.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0304.png', 4.960165865910676
303, 304, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0304.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0305.png', 4.804554808977101
304, 305, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0305.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0306.png', 5.115093076114481
305, 306, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0306.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0307.png', 4.810255019865491
306, 307, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0307.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0308.png', 4.537708927892005
307, 308, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0308.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0309.png', 4.793752453616819
308, 309, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0309.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0310.png', 5.100304229226187
309, 310, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0310.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0311.png', 5.121246388503966
310, 311, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0311.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0312.png', 5.197495176448422
311, 312, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0312.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0313.png', 5.172596132369825
312, 313, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0313.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0314.png', 5.10770875936452
313, 314, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0314.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0315.png', 4.891239115026151
314, 315, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0315.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0316.png', 4.891746166226626
315, 316, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0316.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0317.png', 4.735298360863806
316, 317, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0317.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0318.png', 4.901433964017052
317, 318, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0318.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0319.png', 4.814913426938053
318, 319, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0319.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0320.png', 4.449083609110749
319, 320, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0320.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0321.png', 4.844212134507265
320, 321, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0321.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0322.png', 4.704883081762112
321, 322, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0322.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0323.png', 4.460794771594085
322, 323, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0323.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0324.png', 4.632505546478183
323, 324, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0324.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0325.png', 4.533159312330997
324, 325, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0325.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0326.png', 4.327696823258682
325, 326, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0326.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0327.png', 4.682906097816764
326, 327, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0327.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0328.png', 4.7305731624635685
327, 328, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0328.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0329.png', 4.645208809148466
328, 329, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0329.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0330.png', 4.542612493191503
329, 330, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0330.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0331.png', 4.415656489360544
330, 331, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0331.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0332.png', 4.064896424006492
331, 332, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0332.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0333.png', 4.05728858027908
332, 333, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0333.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0334.png', 4.340300483059095
333, 334, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0334.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0335.png', 4.234308659737469
334, 335, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0335.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0336.png', 4.595042609085948
335, 336, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0336.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0337.png', 4.296149897435977
336, 337, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0337.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0338.png', 3.9521524469179887
337, 338, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0338.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0339.png', 4.0554731193532625
338, 339, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0339.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0340.png', 4.370821153236078
339, 340, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0340.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0341.png', 4.243871022688736
340, 341, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0341.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0342.png', 4.0792048201381395
341, 342, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0342.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0343.png', 4.32739003799693
342, 343, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0343.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0344.png', 4.065917914502989
343, 344, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0344.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0345.png', 4.231922235280054
344, 345, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0345.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0346.png', 4.412686867568524
345, 346, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0346.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0347.png', 4.070301006425033
346, 347, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0347.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0348.png', 4.023253261103643
347, 348, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0348.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0349.png', 3.8763719189652317
348, 349, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0349.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0350.png', 4.23706962304296
349, 350, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0350.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0351.png', 4.39111176222032
350, 351, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0351.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0352.png', 4.420900287762099
351, 352, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0352.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0353.png', 4.228395908516563
352, 353, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0353.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0354.png', 4.645829027998445
353, 354, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0354.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0355.png', 4.64544375689703
354, 355, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0355.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0356.png', 3.969505514013001
355, 356, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0356.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0357.png', 4.163020139868216
356, 357, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0357.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0358.png', 4.584824686233659
357, 358, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0358.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0359.png', 4.80244403675452
358, 359, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0359.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0360.png', 5.158185744654459
359, 360, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0360.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0361.png', 5.20415552612928
360, 361, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0361.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0362.png', 4.931450192321802
361, 362, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0362.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0363.png', 4.527182344252107
362, 363, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0363.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0364.png', 4.823810682049459
363, 364, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0364.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0365.png', 4.698908095812283
364, 365, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0365.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0366.png', 4.986046112772639
365, 366, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0366.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0367.png', 4.207653580352894
366, 367, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0367.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0368.png', 4.310746676436296
367, 368, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0368.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0369.png', 4.783156436045188
368, 369, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0369.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0370.png', 4.605076395268051
369, 370, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0370.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0371.png', 4.205673791785798
370, 371, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0371.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0372.png', 4.2283815400960565
371, 372, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0372.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0373.png', 4.435190028822453
372, 373, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0373.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0374.png', 4.443398159979239
373, 374, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0374.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0375.png', 4.45314237760378
374, 375, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0375.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0376.png', 4.6524205904336275
375, 376, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0376.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0377.png', 4.726359282308423
376, 377, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0377.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0378.png', 4.287775364645603
377, 378, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0378.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0379.png', 4.599705604484899
378, 379, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0379.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0380.png', 4.234637857150799
379, 380, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0380.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0381.png', 4.615231927542638
380, 381, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0381.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0382.png', 4.637967342902691
381, 382, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0382.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0383.png', 4.468795197297976
382, 383, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0383.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0384.png', 4.954083072890418
383, 384, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0384.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0385.png', 4.923201323586695
384, 385, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0385.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0386.png', 4.238730596932377
385, 386, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0386.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0387.png', 4.335797129217921
386, 387, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0387.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0388.png', 4.312493358152573
387, 388, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0388.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0389.png', 4.272904434666637
388, 389, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0389.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0390.png', 4.698534790739761
389, 390, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0390.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0391.png', 4.688043891488045
390, 391, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0391.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0392.png', 4.8569426203848405
391, 392, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0392.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0393.png', 4.6565871232035025
392, 393, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0393.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0394.png', 4.918752100315299
393, 394, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0394.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0395.png', 4.778337469920601
394, 395, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0395.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0396.png', 4.9119669948904585
395, 396, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0396.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0397.png', 4.422557189820722
396, 397, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0397.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0398.png', 4.666427578310588
397, 398, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0398.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0399.png', 4.330359007831235
398, 399, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0399.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0400.png', 4.970600047028869
399, 400, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0400.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0401.png', 4.590359982040932
400, 401, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0401.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0402.png', 4.34223690146328
401, 402, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0402.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0403.png', 4.340140212522465
402, 403, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0403.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0404.png', 4.673680835168622
403, 404, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0404.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0405.png', 4.527621652934318
404, 405, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0405.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0406.png', 4.738605743298907
405, 406, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0406.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0407.png', 4.744276925270905
406, 407, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0407.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0408.png', 5.046031020483971
407, 408, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0408.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0409.png', 5.179815793279008
408, 409, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0409.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0410.png', 5.34552865394105
409, 410, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0410.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0411.png', 5.184423948210896
410, 411, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0411.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0412.png', 5.077866877927183
411, 412, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0412.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0413.png', 4.880261939749281
412, 413, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0413.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0414.png', 4.950840222051105
413, 414, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0414.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0415.png', 5.010300418597143
414, 415, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0415.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0416.png', 4.2539412599367425
415, 416, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0416.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0417.png', 4.734498204316855
416, 417, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0417.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0418.png', 4.982700084843168
417, 418, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0418.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0419.png', 5.103082833035893
418, 419, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0419.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0420.png', 5.186645904343777
419, 420, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0420.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0421.png', 5.145093655506299
420, 421, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0421.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0422.png', 5.188658410905337
421, 422, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0422.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0423.png', 5.024950338097528
422, 423, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0423.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0424.png', 5.101340562519286
423, 424, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0424.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0425.png', 4.884016413046355
424, 425, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0425.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0426.png', 4.5019871049489435
425, 426, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0426.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0427.png', 4.148357419077966
426, 427, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0427.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0428.png', 4.878498960905914
427, 428, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0428.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0429.png', 4.885527779357107
428, 429, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0429.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0430.png', 4.564349036828228
429, 430, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0430.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0431.png', 4.763957461490456
430, 431, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0431.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0432.png', 4.7159103797041055
431, 432, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0432.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0433.png', 5.1796960303158395
432, 433, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0433.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0434.png', 4.789336374642436
433, 434, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0434.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0435.png', 4.469061931894939
434, 435, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0435.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0436.png', 4.72775815481102
435, 436, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0436.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0437.png', 5.316925914295431
436, 437, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0437.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0438.png', 5.1499772143732985
437, 438, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0438.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0439.png', 4.821168216064866
438, 439, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0439.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0440.png', 4.399296890973794
439, 440, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0440.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0441.png', 4.479825291268317
440, 441, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0441.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0442.png', 4.795015829659504
