0, 1, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00001.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00002.png', 4.581352861581306
300, 301, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00301.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00302.png', 4.357654248705207
301, 302, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00302.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00303.png', 4.288396450053729
302, 303, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00303.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00304.png', 3.9697880648282644
303, 304, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00304.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00305.png', 4.249850562707624
304, 305, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00305.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00306.png', 4.992153834851194
305, 306, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00306.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00307.png', 4.818533516253346
306, 307, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00307.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00308.png', 5.451325662802372
307, 308, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00308.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00309.png', 5.828025834916982
308, 309, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00309.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00310.png', 5.574811716616581
309, 310, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00310.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00311.png', 5.003585488409358
310, 311, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00311.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00312.png', 5.125990266902121
311, 312, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00312.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00313.png', 5.012901299717371
312, 313, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00313.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00314.png', 4.781063185585765
313, 314, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00314.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00315.png', 5.02852385280825
314, 315, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00315.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00316.png', 4.566771594139077
315, 316, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00316.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00317.png', 4.355040037463362
316, 317, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00317.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00318.png', 4.169659378145002
317, 318, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00318.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00319.png', 4.9212008446815965
318, 319, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00319.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00320.png', 3.97410781753577
319, 320, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00320.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00321.png', 4.360637347964019
320, 321, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00321.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00322.png', 4.764201955350174
321, 322, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00322.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00323.png', 3.431973929087576
322, 323, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00323.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00324.png', 4.663311671145352
323, 324, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00324.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00325.png', 5.074195287874068
324, 325, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00325.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00326.png', 4.425017718402975
325, 326, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00326.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00327.png', 3.7689026419231486
326, 327, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00327.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00328.png', 4.212453572818287
327, 328, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00328.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00329.png', 4.156866764897382
328, 329, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00329.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00330.png', 5.110057687270069
329, 330, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00330.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00331.png', 4.160892822209894
330, 331, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00331.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00332.png', 3.5944280913761246
331, 332, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00332.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00333.png', 3.127546108574167
332, 333, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00333.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00334.png', 3.7132910486461794
333, 334, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00334.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00335.png', 3.4828588804508254
334, 335, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00335.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00336.png', 3.536629088551744
335, 336, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00336.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00337.png', 3.791789123785813
336, 337, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00337.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00338.png', 3.2445961165850563
337, 338, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00338.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00339.png', 3.5746077026966487
338, 339, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00339.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00340.png', 4.144354898462434
339, 340, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00340.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00341.png', 4.063373258478973
340, 341, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00341.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00342.png', 3.870591245066923
341, 342, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00342.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00343.png', 3.794382634195434
342, 343, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00343.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00344.png', 3.7844372859819497
343, 344, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00344.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00345.png', 3.7635599170173233
344, 345, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00345.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00346.png', 4.01310062425634
345, 346, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00346.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00347.png', 4.335262816213606
346, 347, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00347.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00348.png', 3.7488927056852277
347, 348, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00348.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00349.png', 4.4423373613208055
348, 349, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00349.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00350.png', 4.5752511983114665
349, 350, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00350.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00351.png', 4.149535642588808
350, 351, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00351.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00352.png', 4.848731427077833
351, 352, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00352.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00353.png', 3.792986523325956
352, 353, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00353.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00354.png', 4.798241164637344
353, 354, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00354.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00355.png', 4.550664569397319
354, 355, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00355.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00356.png', 3.8191446006970584
355, 356, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00356.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00357.png', 3.833360154111339
356, 357, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00357.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00358.png', 3.6610629685584497
357, 358, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00358.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00359.png', 3.0497472599190525
358, 359, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00359.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00360.png', 3.659681958653055
359, 360, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00360.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00361.png', 3.7424312347779534
360, 361, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00361.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00362.png', 4.662535194560887
361, 362, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00362.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00363.png', 4.276634584501244
362, 363, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00363.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00364.png', 4.934594868457019
363, 364, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00364.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00365.png', 4.428789597735744
364, 365, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00365.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00366.png', 4.456426289549991
365, 366, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00366.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00367.png', 5.016454382043837
366, 367, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00367.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00368.png', 4.600157035947749
367, 368, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00368.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00369.png', 3.909720297984353
368, 369, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00369.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00370.png', 4.235587537398348
369, 370, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00370.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00371.png', 3.8340809994438665
370, 371, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00371.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00372.png', 4.080657468650778
371, 372, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00372.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00373.png', 4.0722170159566415
372, 373, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00373.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00374.png', 4.126430467852232
373, 374, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00374.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00375.png', 4.417284009233967
374, 375, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00375.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00376.png', 4.190488646502304
375, 376, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00376.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00377.png', 3.850541736810857
376, 377, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00377.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00378.png', 5.0080532866594965
377, 378, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00378.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00379.png', 4.833468552707903
378, 379, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00379.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00380.png', 3.9240364144641053
379, 380, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00380.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00381.png', 5.931955561281185
380, 381, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00381.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00382.png', 5.828690745385881
381, 382, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00382.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00383.png', 4.479758850388987
382, 383, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00383.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00384.png', 3.6611256594938166
383, 384, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00384.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00385.png', 3.9858148885267632
384, 385, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00385.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00386.png', 3.6766372397689997
385, 386, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00386.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00387.png', 3.515870568030631
386, 387, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00387.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00388.png', 4.013026220471457
387, 388, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00388.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00389.png', 4.3425511721133345
388, 389, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00389.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00390.png', 4.935081866726395
389, 390, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00390.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00391.png', 4.575826434417585
390, 391, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00391.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00392.png', 4.146639625421371
391, 392, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00392.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00393.png', 4.716319479097269
392, 393, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00393.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00394.png', 4.897946568040039
393, 394, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00394.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00395.png', 4.106847624496251
394, 395, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00395.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00396.png', 4.602495408181972
395, 396, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00396.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00397.png', 4.896512796749704
396, 397, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00397.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00398.png', 5.089040792040247
397, 398, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00398.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00399.png', 4.4191418003989
398, 399, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00399.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00400.png', 4.99303138718362
399, 400, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00400.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00401.png', 5.186157302045231
400, 401, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00401.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00402.png', 4.392663988724334
401, 402, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00402.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00403.png', 4.606940199351452
402, 403, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00403.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00404.png', 4.873207658857997
403, 404, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00404.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00405.png', 3.857452535445314
404, 405, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00405.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00406.png', 4.256639952791225
405, 406, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00406.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00407.png', 4.0544010477595815
406, 407, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00407.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00408.png', 3.6971718429556604
407, 408, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00408.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00409.png', 4.2290753487508965
408, 409, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00409.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00410.png', 4.795081339754953
409, 410, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00410.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00411.png', 4.605332968210595
410, 411, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00411.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00412.png', 4.77787177422802
411, 412, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00412.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00413.png', 4.5320701459169594
412, 413, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00413.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00414.png', 3.8296726502748886
413, 414, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00414.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00415.png', 4.911261399376688
414, 415, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00415.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00416.png', 5.092564745897762
415, 416, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00416.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00417.png', 4.689324567059041
416, 417, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00417.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00418.png', 4.561731654717678
417, 418, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00418.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00419.png', 5.217177510497798
418, 419, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00419.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00420.png', 5.2517272681424565
419, 420, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00420.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00421.png', 4.9889325307255525
420, 421, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00421.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00422.png', 4.810023383662021
421, 422, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00422.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00423.png', 4.301083301342716
422, 423, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00423.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00424.png', 4.6470150633744245
423, 424, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00424.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00425.png', 4.815703347930953
424, 425, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00425.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00426.png', 4.569267622209272
425, 426, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00426.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00427.png', 4.362076946346707
426, 427, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00427.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00428.png', 4.90549222127832
427, 428, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00428.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00429.png', 4.500959650696099
428, 429, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00429.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00430.png', 4.496478755407907
429, 430, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00430.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00431.png', 4.765711673963658
430, 431, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00431.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00432.png', 4.04343234547092
431, 432, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00432.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00433.png', 4.18959654839541
432, 433, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00433.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00434.png', 4.464143219222252
433, 434, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00434.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00435.png', 3.9152208214493753
434, 435, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00435.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00436.png', 4.2650163939442916
435, 436, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00436.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00437.png', 4.6502784674229884
436, 437, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00437.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00438.png', 4.023287616790201
437, 438, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00438.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00439.png', 4.25430177711025
438, 439, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00439.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00440.png', 4.324252489021662
439, 440, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00440.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00441.png', 3.725615741158857
440, 441, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00441.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00442.png', 3.5491927258048404
441, 442, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00442.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00443.png', 4.21057319350447
442, 443, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00443.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00444.png', 4.316356687915637
443, 444, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00444.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00445.png', 4.198686069219554
444, 445, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00445.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00446.png', 4.968010704363002
445, 446, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00446.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00447.png', 3.939350061856565
446, 447, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00447.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00448.png', 4.33735230501417
447, 448, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00448.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00449.png', 4.366541567153449
448, 449, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00449.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00450.png', 4.1719622023986025
449, 450, './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00450.png', './GTEA61/flow_x_processed/S1/shake_tea,cup/1/flow_x_00451.png', 4.030592783657635
